"region","index","alpha_frac","gamma_frac","delta_frac","omicron_frac","other_frac"
"Southern California Health Officers",2021-06-03,0.525700934579439,0.14018691588785,0.219626168224299,0,0.114485981308411
"California",2021-06-03,0.534351145038168,0.128680479825518,0.219193020719738,0,0.117775354416576
"Association of Bay Area Health Officers (ABAHO)",2021-06-04,0.458515283842795,0.0960698689956332,0.34061135371179,0,0.104803493449782
"Greater Sacramento Region Health Officers",2021-06-04,0.516129032258065,0.0967741935483871,0.268817204301075,0,0.118279569892473
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-04,0.673913043478261,0.217391304347826,0.0434782608695652,0,0.0652173913043478
"San Joaquin Valley Consortium (SJVC)",2021-06-04,0.58974358974359,0.17948717948718,0.102564102564103,0,0.128205128205128
"Southern California Health Officers",2021-06-04,0.516746411483254,0.12200956937799,0.258373205741627,0,0.102870813397129
"California",2021-06-04,0.51937984496124,0.125138427464009,0.249169435215947,0,0.106312292358804
"Association of Bay Area Health Officers (ABAHO)",2021-06-05,0.461538461538462,0.0897435897435897,0.367521367521368,0,0.0811965811965812
"Greater Sacramento Region Health Officers",2021-06-05,0.53,0.09,0.25,0,0.13
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-05,0.7,0.18,0.04,0,0.08
"San Joaquin Valley Consortium (SJVC)",2021-06-05,0.577586206896552,0.189655172413793,0.112068965517241,0,0.120689655172414
"Southern California Health Officers",2021-06-05,0.488095238095238,0.135714285714286,0.271428571428571,0,0.104761904761905
"California",2021-06-05,0.508695652173913,0.128260869565217,0.260869565217391,0,0.102173913043478
"Association of Bay Area Health Officers (ABAHO)",2021-06-06,0.468354430379747,0.0928270042194093,0.358649789029536,0,0.080168776371308
"Greater Sacramento Region Health Officers",2021-06-06,0.535353535353535,0.0909090909090909,0.252525252525253,0,0.121212121212121
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-06,0.7,0.18,0.04,0,0.08
"San Joaquin Valley Consortium (SJVC)",2021-06-06,0.564102564102564,0.17948717948718,0.136752136752137,0,0.11965811965812
"Southern California Health Officers",2021-06-06,0.48951048951049,0.13986013986014,0.272727272727273,0,0.0979020979020979
"California",2021-06-06,0.509656652360515,0.129828326180258,0.262875536480687,0,0.0976394849785408
"Association of Bay Area Health Officers (ABAHO)",2021-06-07,0.45724907063197,0.0929368029739777,0.342007434944238,0,0.107806691449814
"Greater Sacramento Region Health Officers",2021-06-07,0.51304347826087,0.0782608695652174,0.295652173913044,0,0.11304347826087
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-07,0.602941176470588,0.191176470588235,0.0441176470588235,0,0.161764705882353
"San Joaquin Valley Consortium (SJVC)",2021-06-07,0.557971014492754,0.159420289855072,0.173913043478261,0,0.108695652173913
"Southern California Health Officers",2021-06-07,0.476091476091476,0.133056133056133,0.288981288981289,0,0.101871101871102
"California",2021-06-07,0.493930905695612,0.124183006535948,0.272642390289449,0,0.109243697478992
"Association of Bay Area Health Officers (ABAHO)",2021-06-08,0.409774436090226,0.0977443609022556,0.37218045112782,0,0.120300751879699
"Greater Sacramento Region Health Officers",2021-06-08,0.551724137931035,0.0775862068965517,0.267241379310345,0,0.103448275862069
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-08,0.474576271186441,0.254237288135593,0.0508474576271187,0,0.220338983050847
"San Joaquin Valley Consortium (SJVC)",2021-06-08,0.556451612903226,0.145161290322581,0.201612903225806,0,0.0967741935483871
"Southern California Health Officers",2021-06-08,0.446952595936795,0.139954853273138,0.331828442437923,0,0.0812641083521445
"California",2021-06-08,0.464285714285714,0.128968253968254,0.302579365079365,0,0.104166666666667
"Association of Bay Area Health Officers (ABAHO)",2021-06-09,0.387453874538745,0.103321033210332,0.365313653136531,0,0.143911439114391
"Greater Sacramento Region Health Officers",2021-06-09,0.508196721311475,0.0491803278688525,0.319672131147541,0,0.122950819672131
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-09,0.450980392156863,0.254901960784314,0.0392156862745098,0,0.254901960784314
"San Joaquin Valley Consortium (SJVC)",2021-06-09,0.519685039370079,0.149606299212598,0.236220472440945,0,0.0944881889763779
"Southern California Health Officers",2021-06-09,0.441964285714286,0.125,0.359375,0,0.0736607142857143
"California",2021-06-09,0.445534838076546,0.119725220804711,0.324828263002944,0,0.1099116781158
"Association of Bay Area Health Officers (ABAHO)",2021-06-10,0.377224199288256,0.110320284697509,0.373665480427046,0,0.138790035587189
"Greater Sacramento Region Health Officers",2021-06-10,0.488721804511278,0.0451127819548872,0.360902255639098,0,0.105263157894737
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-10,0.428571428571429,0.26530612244898,0.0408163265306122,0,0.26530612244898
"San Joaquin Valley Consortium (SJVC)",2021-06-10,0.448,0.144,0.32,0,0.088
"Southern California Health Officers",2021-06-10,0.428571428571429,0.124423963133641,0.384792626728111,0,0.0622119815668203
"California",2021-06-10,0.424657534246575,0.119373776908024,0.354207436399217,0,0.101761252446184
"Association of Bay Area Health Officers (ABAHO)",2021-06-11,0.358361774744027,0.116040955631399,0.399317406143345,0,0.126279863481229
"Greater Sacramento Region Health Officers",2021-06-11,0.446043165467626,0.0575539568345324,0.402877697841727,0,0.0935251798561151
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-11,0.422222222222222,0.244444444444444,0.0666666666666667,0,0.266666666666667
"San Joaquin Valley Consortium (SJVC)",2021-06-11,0.441860465116279,0.155038759689923,0.325581395348837,0,0.0775193798449612
"Southern California Health Officers",2021-06-11,0.410313901345292,0.118834080717489,0.401345291479821,0,0.0695067264573991
"California",2021-06-11,0.404942965779468,0.119771863117871,0.377376425855513,0,0.0979087452471483
"Association of Bay Area Health Officers (ABAHO)",2021-06-12,0.377483443708609,0.115894039735099,0.387417218543046,0,0.119205298013245
"Greater Sacramento Region Health Officers",2021-06-12,0.434782608695652,0.0579710144927536,0.427536231884058,0,0.0797101449275362
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-12,0.382978723404255,0.234042553191489,0.148936170212766,0,0.234042553191489
"San Joaquin Valley Consortium (SJVC)",2021-06-12,0.462686567164179,0.141791044776119,0.298507462686567,0,0.0970149253731343
"Southern California Health Officers",2021-06-12,0.392543859649123,0.105263157894737,0.432017543859649,0,0.0701754385964912
"California",2021-06-12,0.402042711234912,0.112349117920149,0.389972144846797,0,0.095636025998143
"Association of Bay Area Health Officers (ABAHO)",2021-06-13,0.363057324840764,0.121019108280255,0.404458598726115,0,0.111464968152866
"Greater Sacramento Region Health Officers",2021-06-13,0.434210526315789,0.0855263157894737,0.401315789473684,0,0.0789473684210526
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-13,0.384615384615385,0.211538461538462,0.153846153846154,0,0.25
"San Joaquin Valley Consortium (SJVC)",2021-06-13,0.477611940298507,0.149253731343284,0.26865671641791,0,0.104477611940299
"Southern California Health Officers",2021-06-13,0.371428571428571,0.104081632653061,0.451020408163265,0,0.0734693877551021
"California",2021-06-13,0.390542907180385,0.11646234676007,0.396672504378284,0,0.0963222416812609
"Association of Bay Area Health Officers (ABAHO)",2021-06-14,0.347402597402597,0.12012987012987,0.441558441558442,0,0.0909090909090909
"Greater Sacramento Region Health Officers",2021-06-14,0.410404624277457,0.132947976878613,0.375722543352601,0,0.0809248554913295
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-14,0.45,0.2,0.175,0,0.175
"San Joaquin Valley Consortium (SJVC)",2021-06-14,0.397435897435897,0.166666666666667,0.333333333333333,0,0.102564102564103
"Southern California Health Officers",2021-06-14,0.349907918968692,0.0957642725598527,0.493554327808471,0,0.0607734806629834
"California",2021-06-14,0.367213114754098,0.119672131147541,0.432786885245902,0,0.080327868852459
"Association of Bay Area Health Officers (ABAHO)",2021-06-15,0.334437086092715,0.109271523178808,0.486754966887417,0,0.0695364238410596
"Greater Sacramento Region Health Officers",2021-06-15,0.355421686746988,0.156626506024096,0.397590361445783,0,0.0903614457831325
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-15,0.488372093023256,0.116279069767442,0.13953488372093,0,0.255813953488372
"San Joaquin Valley Consortium (SJVC)",2021-06-15,0.380681818181818,0.136363636363636,0.357954545454545,0,0.125
"Southern California Health Officers",2021-06-15,0.343065693430657,0.0894160583941606,0.501824817518248,0,0.0656934306569343
"California",2021-06-15,0.353036437246964,0.110931174089069,0.451012145748988,0,0.0850202429149798
"Association of Bay Area Health Officers (ABAHO)",2021-06-16,0.331103678929766,0.0903010033444816,0.528428093645485,0,0.0501672240802676
"Greater Sacramento Region Health Officers",2021-06-16,0.388235294117647,0.147058823529412,0.405882352941176,0,0.0588235294117647
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-16,0.487804878048781,0.0975609756097561,0.146341463414634,0,0.268292682926829
"San Joaquin Valley Consortium (SJVC)",2021-06-16,0.380681818181818,0.130681818181818,0.386363636363636,0,0.102272727272727
"Southern California Health Officers",2021-06-16,0.324149108589951,0.0745542949756888,0.53160453808752,0,0.0696920583468395
"California",2021-06-16,0.346891788181121,0.0959324635456639,0.482732156561781,0,0.0744435917114352
"Association of Bay Area Health Officers (ABAHO)",2021-06-17,0.286666666666667,0.1,0.536666666666667,0,0.0766666666666667
"Greater Sacramento Region Health Officers",2021-06-17,0.387878787878788,0.145454545454545,0.418181818181818,0,0.0484848484848485
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-17,0.5,0.0277777777777778,0.166666666666667,0,0.305555555555556
"San Joaquin Valley Consortium (SJVC)",2021-06-17,0.449438202247191,0.117977528089888,0.337078651685393,0,0.0955056179775281
"Southern California Health Officers",2021-06-17,0.30688622754491,0.0658682634730539,0.56437125748503,0,0.062874251497006
"California",2021-06-17,0.33630289532294,0.089086859688196,0.499628804751299,0,0.074981440237565
"Association of Bay Area Health Officers (ABAHO)",2021-06-18,0.262172284644195,0.0898876404494382,0.576779026217229,0,0.0711610486891386
"Greater Sacramento Region Health Officers",2021-06-18,0.394904458598726,0.140127388535032,0.414012738853503,0,0.0509554140127389
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-18,0.472222222222222,0.0555555555555556,0.166666666666667,0,0.305555555555556
"San Joaquin Valley Consortium (SJVC)",2021-06-18,0.404624277456647,0.115606936416185,0.369942196531792,0,0.109826589595376
"Southern California Health Officers",2021-06-18,0.298550724637681,0.0753623188405797,0.563768115942029,0,0.0623188405797102
"California",2021-06-18,0.321239606953893,0.090702947845805,0.512471655328798,0,0.0755857898715042
"Association of Bay Area Health Officers (ABAHO)",2021-06-19,0.22962962962963,0.0740740740740741,0.614814814814815,0,0.0814814814814815
"Greater Sacramento Region Health Officers",2021-06-19,0.385093167701863,0.149068322981366,0.409937888198758,0,0.0559006211180124
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-19,0.46875,0.0625,0.0625,0,0.40625
"San Joaquin Valley Consortium (SJVC)",2021-06-19,0.376470588235294,0.135294117647059,0.394117647058824,0,0.0941176470588235
"Southern California Health Officers",2021-06-19,0.304985337243402,0.0733137829912024,0.564516129032258,0,0.0571847507331378
"California",2021-06-19,0.31254752851711,0.0904942965779468,0.521673003802281,0,0.0752851711026616
"Association of Bay Area Health Officers (ABAHO)",2021-06-20,0.22265625,0.06640625,0.62109375,0,0.08984375
"Greater Sacramento Region Health Officers",2021-06-20,0.403846153846154,0.121794871794872,0.423076923076923,0,0.0512820512820513
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-20,0.464285714285714,0.0714285714285714,0.0714285714285714,0,0.392857142857143
"San Joaquin Valley Consortium (SJVC)",2021-06-20,0.36969696969697,0.127272727272727,0.418181818181818,0,0.0848484848484849
"Southern California Health Officers",2021-06-20,0.294985250737463,0.079646017699115,0.573746312684366,0,0.0516224188790561
"California",2021-06-20,0.307092751363991,0.088074824629774,0.533904910366329,0,0.0709275136399065
"Association of Bay Area Health Officers (ABAHO)",2021-06-21,0.215547703180212,0.0600706713780919,0.653710247349823,0,0.0706713780918728
"Greater Sacramento Region Health Officers",2021-06-21,0.38125,0.075,0.5,0,0.04375
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-21,0.428571428571429,0.0357142857142857,0.178571428571429,0,0.357142857142857
"San Joaquin Valley Consortium (SJVC)",2021-06-21,0.427631578947368,0.118421052631579,0.381578947368421,0,0.0723684210526316
"Southern California Health Officers",2021-06-21,0.266375545851528,0.0800582241630277,0.593886462882096,0,0.0596797671033479
"California",2021-06-21,0.291603053435115,0.0786259541984733,0.561832061068702,0,0.0679389312977099
"Association of Bay Area Health Officers (ABAHO)",2021-06-22,0.182432432432432,0.0506756756756757,0.682432432432433,0,0.0844594594594595
"Greater Sacramento Region Health Officers",2021-06-22,0.349206349206349,0.0634920634920635,0.534391534391534,0,0.0529100529100529
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-22,0.454545454545455,0.0454545454545455,0.318181818181818,0,0.181818181818182
"San Joaquin Valley Consortium (SJVC)",2021-06-22,0.429577464788732,0.133802816901408,0.387323943661972,0,0.0492957746478873
"Southern California Health Officers",2021-06-22,0.251728907330567,0.0788381742738589,0.61134163208852,0,0.0580912863070539
"California",2021-06-22,0.271865889212828,0.075801749271137,0.588192419825073,0,0.0641399416909621
"Association of Bay Area Health Officers (ABAHO)",2021-06-23,0.155763239875389,0.0654205607476636,0.697819314641745,0,0.0809968847352025
"Greater Sacramento Region Health Officers",2021-06-23,0.308056872037915,0.0758293838862559,0.554502369668246,0,0.0616113744075829
"Rural Association of Northern California Health Officers (RANCHO)",2021-06-23,0.419354838709677,0.0645161290322581,0.32258064516129,0,0.193548387096774
